"year","ncessch","school_name","state_name","lea_name","school_level","school_type","charter","magnet","free_lunch","reduced_price_lunch","enrollment","students_susp_in_sch","students_susp_out_sch_single","students_susp_out_sch_multiple","suspensions_instances","firearm_incident_ind","homicide_ind","rape_incidents","sexual_battery_incidents","robbery_w_weapon_incidents","robbery_w_firearm_incidents","robbery_no_weapon_incidents","attack_w_weapon_incidents","attack_w_firearm_incidents","attack_no_weapon_incidents","threats_w_weapon_incidents","threats_w_firearm_incidents","threats_no_weapon_incidents","possession_firearm_incidents","counselors_fte","social_workers_fte"
"2017","420003900398","Alliance for Progress CS","Pennsylvania","Alliance for Progress CS","Primary","Regular school","Yes","No","","","468","0","39","42","216.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","0.000","0.000","3.000","0.000","1.000","0.000"
"2017","420004000399","Multicultural Academy CS","Pennsylvania","Multicultural Academy CS","High","Regular school","Yes","No","279","0","279","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420004100403","West Oak Lane CS","Pennsylvania","West Oak Lane CS","Primary","Regular school","Yes","No","1069","0","1076","337","125","69","301.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420004200404","Inquiry Charter School","Pennsylvania","Inquiry Charter School","Primary","Regular school","Yes","No","207","0","207","0","16","2","22.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420004300405","Eugenio Maria DE Hostos CS","Pennsylvania","Eugenio Maria De Hostos CS","Primary","Regular school","Yes","No","282","0","501","0","31","6","43.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420004400406","Laboratory CS","Pennsylvania","Laboratory CS","Primary","Regular school","Yes","No","","","577","0","5","12","","","","","","","","","","","","","","","","",""
"2017","420004700445","Wonderland CS","Pennsylvania","Wonderland CS","Primary","Regular school","Yes","No","","","83","","","","","","","","","","","","","","","","","","","",""
"2017","420004800453","Crispus Attucks CS","Pennsylvania","Crispus Attucks CS","High","Regular school","Yes","No","93","0","94","25","17","8","22.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","3.000","0.000","2.000","0.000"
"2017","420004900462","Danville Ctr Adolescent Female","Pennsylvania","Danville Ctr Adolescent Female","High","Other/alternative school","No","No","","","29","","","","","","","","","","","","","","","","","","","",""
"2017","420005000485","Collegium CS","Pennsylvania","Collegium CS","Other","Regular school","Yes","No","853","105","2887","39","97","38","214.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","66.000","7.000","0.000","20.000","0.000","9.000","0.000"
"2017","420005100488","MAST Community Charter School","Pennsylvania","MAST Community Charter School","Other","Regular school","Yes","No","446","104","1356","0","25","1","28.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","1.000","0.000","3.000","0.000"
"2017","420005200489","Christopher Columbus CS","Pennsylvania","Christopher Columbus CS","Primary","Regular school","Yes","No","","","859","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420005300493","Charter High School for Architecture and","Pennsylvania","Charter High School for Architecture and Design","High","Regular school","Yes","No","617","0","619","0","44","48","92.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","29.000","0.000","0.000","0.000","0.000","3.000","1.000"
"2017","420005500495","Universal Institute CS","Pennsylvania","Universal Institute CS","Other","Regular school","Yes","No","476","0","625","0","98","18","92.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420005600496","Math Civics and Sciences CS","Pennsylvania","Math Civics and Sciences CS","Other","Regular school","Yes","No","","","986","0","16","1","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420005800500","Young Scholars CS","Pennsylvania","Young Scholars CS","Middle","Regular school","Yes","No","","","249","0","12","3","14.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","1.000"
"2017","420006000502","Freire CS","Pennsylvania","Freire CS","High","Regular school","Yes","No","","","977","48","159","40","228.000","No","0.000","0.000","0.000","0.000","0.000","4.000","1.000","0.000","12.000","0.000","0.000","3.000","0.000","8.000","2.000"
"2017","420006100503","Philadelphia Academy CS","Pennsylvania","Philadelphia Academy CS","Other","Regular school","Yes","No","342","42","1143","0","7","3","14.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.500","0.000"
"2017","420006200504","Mastery CS - Hardy Williams","Pennsylvania","Mastery CS - Hardy Williams","Other","Regular school","Yes","No","1220","0","1229","31","204","154","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","11.000","0.000","0.000","2.000","0.000","1.000","2.000"
"2017","420006300510","Sugar Valley Rural CS","Pennsylvania","Sugar Valley Rural CS","Other","Regular school","Yes","No","267","39","478","12","1","11","12.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420006400530","Spectrum CS","Pennsylvania","Spectrum CS","High","Regular school","Yes","No","","","32","5","6","1","7.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420006500567","Lincoln CS","Pennsylvania","Lincoln CS","Primary","Regular school","Yes","No","664","0","670","169","144","79","148.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","20.000","0.000","0.000","5.000","0.000","1.000","0.000"
"2017","420006700511","Renaissance Academy CS","Pennsylvania","Renaissance Academy CS","Other","Regular school","Yes","No","169","31","1063","2","33","14","78.000","No","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","14.000","0.000","0.000","13.000","0.000","6.000","0.000"
"2017","420006800508","Roberto Clemente Charter","Pennsylvania","Roberto Clemente CS","Missing/not reported","Regular school","Yes","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","420006807636","Roberto Clemente CS","Pennsylvania","Roberto Clemente CS","Other","Regular school","Yes","No","","","619","50","34","16","81.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","2.500","0.000"
"2017","420006900562","Bucks County Montessori CS","Pennsylvania","Bucks County Montessori CS","Primary","Regular school","Yes","Yes","","","195","2","1","0","1.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420007000514","Souderton CS Collaborative","Pennsylvania","Souderton CS Collaborative","Primary","Regular school","Yes","No","","","231","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420007100534","Pennsylvania Cyber CS","Pennsylvania","Pennsylvania Cyber CS","Other","Regular school","Yes","No","","","9664","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","0.000"
"2017","420007200507","Wakisha CS","Pennsylvania","Wakisha CS","Missing/not reported","Regular school","Yes","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","420007300515","Global Leadership Academy CS","Pennsylvania","Global Leadership Academy CS","Primary","Regular school","Yes","No","697","0","699","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000"
"2017","420007400529","Philadelphia Performing Arts CS","Pennsylvania","Philadelphia Performing Arts CS","Other","Regular school","Yes","No","1305","183","2430","8","16","0","16.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","5.000","1.000"
"2017","420007500531","New Foundations CS","Pennsylvania","New Foundations CS","Other","Regular school","Yes","No","654","144","1471","0","15","1","19.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.500"
"2017","420007600552","Esperanza Academy Charter School","Pennsylvania","Esperanza Academy Charter School","Other","Regular school","Yes","No","1497","0","1558","415","111","32","143.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","12.000","0.000","7.500","1.000"
"2017","420007700554","Franklin Towne CHS","Pennsylvania","Franklin Towne CHS","High","Regular school","Yes","No","610","151","1162","6","1","0","1.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000"
"2017","420007800563","Delaware Valley CHS","Pennsylvania","Delaware Valley CHS","Missing/not reported","Regular school","Yes","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","420007900564","Mariana Bracetti Academy CS","Pennsylvania","Mariana Bracetti Academy CS","Other","Regular school","Yes","No","1163","0","1163","168","57","34","167.000","No","0.000","0.000","2.000","0.000","0.000","2.000","0.000","0.000","16.000","1.000","0.000","3.000","0.000","3.000","1.000"
"2017","420008000566","Walter D Palmer Leadership Learning Part","Pennsylvania","Walter D Palmer Leadership Learning Partners CS","Missing/not reported","Regular school","Yes","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","420008400578","Mastery CHS - Lenfest Campus","Pennsylvania","Mastery CHS - Lenfest Campus","High","Regular school","Yes","No","578","0","587","4","109","59","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.000","0.000","0.000","4.000","0.000","0.000","0.000"
"2017","420008500586","People for People CS","Pennsylvania","People for People CS","Other","Regular school","Yes","No","495","0","499","0","90","46","206.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","88.000","0.000","0.000","0.000","0.000","1.000","1.000"
"2017","420008600585","Richard Allen Preparatory CS","Pennsylvania","Richard Allen Preparatory CS","Middle","Regular school","Yes","No","384","18","479","0","35","23","101.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","1.000","2.000"
"2017","420008700584","Independence CS","Pennsylvania","Independence CS","Primary","Regular school","Yes","No","377","47","814","0","28","8","36.000","No","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","24.000","1.000","0.000","3.000","0.000","2.000","0.000"
"2017","420008800587","Pennsylvania Virtual CS","Pennsylvania","Pennsylvania Virtual CS","Other","Regular school","Yes","No","","","2074","0","1","0","1.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.000","0.000"
"2017","420009100597","21st Century Cyber CS","Pennsylvania","21st Century Cyber CS","High","Regular school","Yes","No","","","1039","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000"
"2017","420009200577","Russell Byers CS","Pennsylvania","Russell Byers CS","Primary","Regular school","Yes","No","","","579","70","47","23","107.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","2.000","0.000"
"2017","420009300687","First Philadelphia Preparatory Charter S","Pennsylvania","First Philadelphia Preparatory Charter School","Other","Regular school","Yes","No","1806","0","1807","16","140","64","316.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000","0.000","1.000","0.000","6.000","0.000"
"2017","420009400663","City CHS","Pennsylvania","City CHS","High","Regular school","Yes","No","323","58","573","0","78","44","242.000","No","0.000","0.000","0.000","0.000","0.000","5.000","0.000","0.000","10.000","0.000","0.000","4.000","0.000","2.000","2.000"
"2017","420009500655","Central PA Digital Lrng Foundation CS","Pennsylvania","Central PA Digital Learning Foundation CS","Other","Regular school","Yes","No","","","170","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420009600688","Fell CS","Pennsylvania","Fell CS","Other","Regular school","Yes","No","154","0","155","2","0","8","9.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420009800635","Lehigh Valley Academy Regional CS","Pennsylvania","Lehigh Valley Academy Regional CS","Other","Regular school","Yes","No","653","104","1719","65","45","31","103.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","3.000","3.000","3.000","0.000","3.500","0.000"
"2017","420009900634","Lehigh Valley Charter High School for th","Pennsylvania","Lehigh Valley Charter High School for the Arts","High","Regular school","Yes","No","","","627","17","22","12","38.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000"
"2017","420010000662","Center for Student Lrng CS Pennsbury","Pennsylvania","Center for Student Learning CS at Pennsbury","High","Regular school","Yes","No","143","0","143","0","15","91","113.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","0.000","0.000","2.000","0.000","1.000","0.000"
"2017","420010100656","Avon Grove CS","Pennsylvania","Avon Grove CS","Other","Regular school","Yes","No","363","49","1723","9","33","14","73.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000","2.000","1.000","0.000","4.500","0.000"
"2017","420010400690","Green Woods CS","Pennsylvania","Green Woods CS","Primary","Regular school","Yes","No","","","695","0","17","7","34.000","No","0.000","0.000","3.000","0.000","0.000","2.000","0.000","0.000","4.000","0.000","1.000","5.000","0.000","1.000","0.000"
"2017","420010500657","West Phila. Achievement CES","Pennsylvania","West Phila. Achievement CES","Primary","Regular school","Yes","No","683","0","690","6","19","28","74.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","15.000","0.000","0.000","6.000","0.000","1.000","0.000"
"2017","420010600659","Wissahickon CS","Pennsylvania","Wissahickon CS","Primary","Regular school","Yes","No","","","939","0","17","5","27.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","1.000","0.000","2.000","0.000"
"2017","420010700678","Philadelphia Electrical & Tech CHS","Pennsylvania","Philadelphia Electrical & Tech CHS","High","Regular school","Yes","No","612","0","615","0","73","12","104.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","1.000","1.000"
"2017","420010800692","Belmont Charter School","Pennsylvania","Belmont Charter School","Other","Regular school","Yes","No","733","0","743","0","103","57","246.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","1.000","0.000","1.000","0.000","1.000","5.000"
"2017","420011100749","Propel CS-Homestead","Pennsylvania","Propel CS-Homestead","Other","Regular school","Yes","No","568","0","571","0","62","112","543.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420011400713","New Day Charter School","Pennsylvania","New Day Charter School","High","Regular school","Yes","No","","","166","14","32","17","85.000","No","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","12.000","0.000","0.000","5.000","0.000","1.000","0.500"
"2017","420011500738","Perseus House CS of Excellence","Pennsylvania","Perseus House CS of Excellence","High","Regular school","Yes","No","528","0","560","0","67","70","52.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.500","0.000"
"2017","420011800724","Infinity CS","Pennsylvania","Infinity CS","Primary","Regular school","Yes","No","","","210","0","7","2","9.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.630","0.000"
"2017","420011900756","Commonwealth Charter Academy CS","Pennsylvania","Commonwealth Charter Academy CS","Other","Regular school","Yes","No","","","8592","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.090","0.000"
"2017","420012100757","Discovery Charter School","Pennsylvania","Discovery Charter School","Primary","Regular school","Yes","No","732","0","734","2","44","10","77.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","9.000","0.000","0.000","0.000","0.000","1.000","1.000"
"2017","420012200758","KIPP Philadelphia Charter School","Pennsylvania","KIPP Philadelphia Charter School","Primary","Regular school","Yes","No","852","0","860","0","70","40","170.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","2.000"
"2017","420012300759","Maritime Academy CS","Pennsylvania","Maritime Academy Charter School","Other","Regular school","Yes","No","800","0","818","0","29","0","29.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.000","0.000","0.000","1.000","0.000","2.000","0.000"
"2017","420012400818","Montessori Regional CS","Pennsylvania","Montessori Regional CS","Primary","Regular school","Yes","No","253","54","520","0","9","6","16.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420012500839","Pennsylvania Distance Learning CS","Pennsylvania","Pennsylvania Distance Learning CS","Other","Regular school","Yes","No","","","848","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.000","0.000"
"2017","420012600848","Bear Creek Community CS","Pennsylvania","Bear Creek Community CS","Primary","Regular school","Yes","No","175","22","468","11","11","7","28.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","11.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420012700837","Pennsylvania Leadership CS","Pennsylvania","Pennsylvania Leadership Charter School","Other","Regular school","Yes","No","","","2594","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","10.000","0.000"
"2017","420012800843","Achievement House CS","Pennsylvania","Achievement House CS","High","Regular school","Yes","No","","","447","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420012900846","Ad Prima CS","Pennsylvania","Ad Prima CS","Primary","Regular school","Yes","No","","","589","18","23","4","42.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420013000849","Philadelphia Montessori CS","Pennsylvania","Philadelphia Montessori CS","Primary","Regular school","Yes","No","","","184","0","10","1","12.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","8.000","0.000","0.000","0.000","0.000","2.000","1.000"
"2017","420013100847","Khepera CS","Pennsylvania","Khepera CS","Primary","Regular school","Yes","No","","","361","32","24","18","41.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420013300866","Academy CS","Pennsylvania","Academy CS","High","Regular school","Yes","No","91","0","104","0","6","36","","","","","","","","","","","","","","","","",""
"2017","420013400867","Propel CS-McKeesport","Pennsylvania","Propel CS-McKeesport","Primary","Regular school","Yes","No","","","399","0","54","44","198.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420013500869","Propel CS-East","Pennsylvania","Propel CS-East","Primary","Regular school","Yes","No","353","0","353","10","32","14","67.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","0.000","0.000","1.000","0.000","2.000","0.000"
"2017","420013600874","Tidioute Community CS","Pennsylvania","Tidioute Community CS","Other","Regular school","Yes","No","296","0","296","3","4","0","5.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420013700879","Young Scholars of Central PA CS","Pennsylvania","Young Scholars of Central PA CS","Primary","Regular school","Yes","No","85","16","389","30","6","4","14.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","1.000","0.000"
"2017","420013900894","Northwood Academy CS","Pennsylvania","Northwood Academy CS","Primary","Regular school","Yes","No","778","0","785","22","46","36","108.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420014000896","Agora Cyber CS","Pennsylvania","Agora Cyber CS","Other","Regular school","Yes","No","","","6022","0","3","1","5.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","23.000","1.000"
"2017","420014100897","Folk Arts-Cultural Treasures CS","Pennsylvania","Folk Arts-Cultural Treasures CS","Primary","Regular school","Yes","No","320","0","505","11","7","5","22.000","No","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","1.000","0.000","1.000","1.000"
